words,tags,intent,sentence,slots,intent_id
"['lower', 'pitch', 'by', '16', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 16 degrees,"{'action': 'lower', 'angle': '16'}",
"['lower', 'pitch', 'by', '17', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 17 degrees,"{'action': 'lower', 'angle': '17'}",
"['lower', 'pitch', 'by', '18', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 18 degrees,"{'action': 'lower', 'angle': '18'}",
"['lower', 'pitch', 'by', '19', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 19 degrees,"{'action': 'lower', 'angle': '19'}",
"['lower', 'pitch', 'by', '20', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 20 degrees,"{'action': 'lower', 'angle': '20'}",
"['lower', 'pitch', 'by', '21', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 21 degrees,"{'action': 'lower', 'angle': '21'}",
"['lower', 'pitch', 'by', '22', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 22 degrees,"{'action': 'lower', 'angle': '22'}",
"['lower', 'pitch', 'by', '23', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 23 degrees,"{'action': 'lower', 'angle': '23'}",
"['lower', 'pitch', 'by', '24', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,lower pitch by 24 degrees,"{'action': 'lower', 'angle': '24'}",
"['adjust', 'pitch', 'by', '1', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 1 degrees,"{'action': 'adjust', 'angle': '1'}",
"['adjust', 'pitch', 'by', '2', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 2 degrees,"{'action': 'adjust', 'angle': '2'}",
"['adjust', 'pitch', 'by', '3', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 3 degrees,"{'action': 'adjust', 'angle': '3'}",
"['adjust', 'pitch', 'by', '4', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 4 degrees,"{'action': 'adjust', 'angle': '4'}",
"['adjust', 'pitch', 'by', '5', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 5 degrees,"{'action': 'adjust', 'angle': '5'}",
"['adjust', 'pitch', 'by', '6', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 6 degrees,"{'action': 'adjust', 'angle': '6'}",
"['adjust', 'pitch', 'by', '7', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 7 degrees,"{'action': 'adjust', 'angle': '7'}",
"['adjust', 'pitch', 'by', '8', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 8 degrees,"{'action': 'adjust', 'angle': '8'}",
"['adjust', 'pitch', 'by', '9', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 9 degrees,"{'action': 'adjust', 'angle': '9'}",
"['adjust', 'pitch', 'by', '10', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 10 degrees,"{'action': 'adjust', 'angle': '10'}",
"['adjust', 'pitch', 'by', '11', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 11 degrees,"{'action': 'adjust', 'angle': '11'}",
"['adjust', 'pitch', 'by', '12', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 12 degrees,"{'action': 'adjust', 'angle': '12'}",
"['adjust', 'pitch', 'by', '13', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 13 degrees,"{'action': 'adjust', 'angle': '13'}",
"['adjust', 'pitch', 'by', '14', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 14 degrees,"{'action': 'adjust', 'angle': '14'}",
"['adjust', 'pitch', 'by', '15', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 15 degrees,"{'action': 'adjust', 'angle': '15'}",
"['adjust', 'pitch', 'by', '16', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 16 degrees,"{'action': 'adjust', 'angle': '16'}",
"['adjust', 'pitch', 'by', '17', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 17 degrees,"{'action': 'adjust', 'angle': '17'}",
"['adjust', 'pitch', 'by', '18', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 18 degrees,"{'action': 'adjust', 'angle': '18'}",
"['adjust', 'pitch', 'by', '19', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 19 degrees,"{'action': 'adjust', 'angle': '19'}",
"['adjust', 'pitch', 'by', '20', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 20 degrees,"{'action': 'adjust', 'angle': '20'}",
"['adjust', 'pitch', 'by', '21', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 21 degrees,"{'action': 'adjust', 'angle': '21'}",
"['adjust', 'pitch', 'by', '22', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 22 degrees,"{'action': 'adjust', 'angle': '22'}",
"['adjust', 'pitch', 'by', '23', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 23 degrees,"{'action': 'adjust', 'angle': '23'}",
"['adjust', 'pitch', 'by', '24', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,adjust pitch by 24 degrees,"{'action': 'adjust', 'angle': '24'}",
"['modify', 'pitch', 'by', '1', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 1 degrees,"{'action': 'modify', 'angle': '1'}",
"['modify', 'pitch', 'by', '2', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 2 degrees,"{'action': 'modify', 'angle': '2'}",
"['modify', 'pitch', 'by', '3', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 3 degrees,"{'action': 'modify', 'angle': '3'}",
"['modify', 'pitch', 'by', '4', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 4 degrees,"{'action': 'modify', 'angle': '4'}",
"['modify', 'pitch', 'by', '5', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 5 degrees,"{'action': 'modify', 'angle': '5'}",
"['modify', 'pitch', 'by', '6', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 6 degrees,"{'action': 'modify', 'angle': '6'}",
"['modify', 'pitch', 'by', '7', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 7 degrees,"{'action': 'modify', 'angle': '7'}",
"['modify', 'pitch', 'by', '8', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 8 degrees,"{'action': 'modify', 'angle': '8'}",
"['modify', 'pitch', 'by', '9', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 9 degrees,"{'action': 'modify', 'angle': '9'}",
"['modify', 'pitch', 'by', '10', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 10 degrees,"{'action': 'modify', 'angle': '10'}",
"['modify', 'pitch', 'by', '11', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 11 degrees,"{'action': 'modify', 'angle': '11'}",
"['modify', 'pitch', 'by', '12', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 12 degrees,"{'action': 'modify', 'angle': '12'}",
"['modify', 'pitch', 'by', '13', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 13 degrees,"{'action': 'modify', 'angle': '13'}",
"['modify', 'pitch', 'by', '14', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 14 degrees,"{'action': 'modify', 'angle': '14'}",
"['modify', 'pitch', 'by', '15', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 15 degrees,"{'action': 'modify', 'angle': '15'}",
"['modify', 'pitch', 'by', '16', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 16 degrees,"{'action': 'modify', 'angle': '16'}",
"['modify', 'pitch', 'by', '17', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 17 degrees,"{'action': 'modify', 'angle': '17'}",
"['modify', 'pitch', 'by', '18', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 18 degrees,"{'action': 'modify', 'angle': '18'}",
"['modify', 'pitch', 'by', '19', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 19 degrees,"{'action': 'modify', 'angle': '19'}",
"['modify', 'pitch', 'by', '20', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 20 degrees,"{'action': 'modify', 'angle': '20'}",
"['modify', 'pitch', 'by', '21', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 21 degrees,"{'action': 'modify', 'angle': '21'}",
"['modify', 'pitch', 'by', '22', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 22 degrees,"{'action': 'modify', 'angle': '22'}",
"['modify', 'pitch', 'by', '23', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 23 degrees,"{'action': 'modify', 'angle': '23'}",
"['modify', 'pitch', 'by', '24', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,modify pitch by 24 degrees,"{'action': 'modify', 'angle': '24'}",
"['correct', 'pitch', 'by', '1', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 1 degrees,"{'action': 'correct', 'angle': '1'}",
"['correct', 'pitch', 'by', '2', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 2 degrees,"{'action': 'correct', 'angle': '2'}",
"['correct', 'pitch', 'by', '3', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 3 degrees,"{'action': 'correct', 'angle': '3'}",
"['correct', 'pitch', 'by', '4', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 4 degrees,"{'action': 'correct', 'angle': '4'}",
"['correct', 'pitch', 'by', '5', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 5 degrees,"{'action': 'correct', 'angle': '5'}",
"['correct', 'pitch', 'by', '6', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 6 degrees,"{'action': 'correct', 'angle': '6'}",
"['correct', 'pitch', 'by', '7', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 7 degrees,"{'action': 'correct', 'angle': '7'}",
"['correct', 'pitch', 'by', '8', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 8 degrees,"{'action': 'correct', 'angle': '8'}",
"['correct', 'pitch', 'by', '9', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 9 degrees,"{'action': 'correct', 'angle': '9'}",
"['correct', 'pitch', 'by', '10', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 10 degrees,"{'action': 'correct', 'angle': '10'}",
"['correct', 'pitch', 'by', '11', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 11 degrees,"{'action': 'correct', 'angle': '11'}",
"['correct', 'pitch', 'by', '12', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 12 degrees,"{'action': 'correct', 'angle': '12'}",
"['correct', 'pitch', 'by', '13', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 13 degrees,"{'action': 'correct', 'angle': '13'}",
"['correct', 'pitch', 'by', '14', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 14 degrees,"{'action': 'correct', 'angle': '14'}",
"['correct', 'pitch', 'by', '15', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 15 degrees,"{'action': 'correct', 'angle': '15'}",
"['correct', 'pitch', 'by', '16', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 16 degrees,"{'action': 'correct', 'angle': '16'}",
"['correct', 'pitch', 'by', '17', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 17 degrees,"{'action': 'correct', 'angle': '17'}",
"['correct', 'pitch', 'by', '18', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 18 degrees,"{'action': 'correct', 'angle': '18'}",
"['correct', 'pitch', 'by', '19', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 19 degrees,"{'action': 'correct', 'angle': '19'}",
"['correct', 'pitch', 'by', '20', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 20 degrees,"{'action': 'correct', 'angle': '20'}",
"['correct', 'pitch', 'by', '21', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 21 degrees,"{'action': 'correct', 'angle': '21'}",
"['correct', 'pitch', 'by', '22', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 22 degrees,"{'action': 'correct', 'angle': '22'}",
"['correct', 'pitch', 'by', '23', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 23 degrees,"{'action': 'correct', 'angle': '23'}",
"['correct', 'pitch', 'by', '24', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,correct pitch by 24 degrees,"{'action': 'correct', 'angle': '24'}",
"['change', 'pitch', 'by', '1', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 1 degrees,"{'action': 'change', 'angle': '1'}",
"['change', 'pitch', 'by', '2', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 2 degrees,"{'action': 'change', 'angle': '2'}",
"['change', 'pitch', 'by', '3', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 3 degrees,"{'action': 'change', 'angle': '3'}",
"['change', 'pitch', 'by', '4', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 4 degrees,"{'action': 'change', 'angle': '4'}",
"['change', 'pitch', 'by', '5', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 5 degrees,"{'action': 'change', 'angle': '5'}",
"['change', 'pitch', 'by', '6', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 6 degrees,"{'action': 'change', 'angle': '6'}",
"['change', 'pitch', 'by', '7', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 7 degrees,"{'action': 'change', 'angle': '7'}",
"['change', 'pitch', 'by', '8', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 8 degrees,"{'action': 'change', 'angle': '8'}",
"['change', 'pitch', 'by', '9', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 9 degrees,"{'action': 'change', 'angle': '9'}",
"['change', 'pitch', 'by', '10', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 10 degrees,"{'action': 'change', 'angle': '10'}",
"['change', 'pitch', 'by', '11', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 11 degrees,"{'action': 'change', 'angle': '11'}",
"['change', 'pitch', 'by', '12', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 12 degrees,"{'action': 'change', 'angle': '12'}",
"['change', 'pitch', 'by', '13', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 13 degrees,"{'action': 'change', 'angle': '13'}",
"['change', 'pitch', 'by', '14', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 14 degrees,"{'action': 'change', 'angle': '14'}",
"['change', 'pitch', 'by', '15', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 15 degrees,"{'action': 'change', 'angle': '15'}",
"['change', 'pitch', 'by', '16', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 16 degrees,"{'action': 'change', 'angle': '16'}",
"['change', 'pitch', 'by', '17', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 17 degrees,"{'action': 'change', 'angle': '17'}",
"['change', 'pitch', 'by', '18', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 18 degrees,"{'action': 'change', 'angle': '18'}",
"['change', 'pitch', 'by', '19', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 19 degrees,"{'action': 'change', 'angle': '19'}",
"['change', 'pitch', 'by', '20', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 20 degrees,"{'action': 'change', 'angle': '20'}",
"['change', 'pitch', 'by', '21', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 21 degrees,"{'action': 'change', 'angle': '21'}",
"['change', 'pitch', 'by', '22', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 22 degrees,"{'action': 'change', 'angle': '22'}",
"['change', 'pitch', 'by', '23', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 23 degrees,"{'action': 'change', 'angle': '23'}",
"['change', 'pitch', 'by', '24', 'degrees']","['B-action', 'O', 'O', 'B-angle', 'O']",5.0,change pitch by 24 degrees,"{'action': 'change', 'angle': '24'}",
"['Pitch', 'attitude', '1', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 1 degrees set,"{'status': 'set', 'angle': '1'}",
"['Pitch', 'attitude', '1', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 1 degrees maintained,"{'status': 'maintained', 'angle': '1'}",
"['Pitch', 'attitude', '1', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 1 degrees confirmed,"{'status': 'confirmed', 'angle': '1'}",
"['Pitch', 'attitude', '1', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 1 degrees reached,"{'status': 'reached', 'angle': '1'}",
"['Pitch', 'attitude', '1', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 1 degrees adjusted,"{'status': 'adjusted', 'angle': '1'}",
"['Pitch', 'attitude', '2', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 2 degrees set,"{'status': 'set', 'angle': '2'}",
"['Pitch', 'attitude', '2', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 2 degrees maintained,"{'status': 'maintained', 'angle': '2'}",
"['Pitch', 'attitude', '2', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 2 degrees confirmed,"{'status': 'confirmed', 'angle': '2'}",
"['Pitch', 'attitude', '2', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 2 degrees reached,"{'status': 'reached', 'angle': '2'}",
"['Pitch', 'attitude', '2', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 2 degrees adjusted,"{'status': 'adjusted', 'angle': '2'}",
"['Pitch', 'attitude', '3', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 3 degrees set,"{'status': 'set', 'angle': '3'}",
"['Pitch', 'attitude', '3', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 3 degrees maintained,"{'status': 'maintained', 'angle': '3'}",
"['Pitch', 'attitude', '3', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 3 degrees confirmed,"{'status': 'confirmed', 'angle': '3'}",
"['Pitch', 'attitude', '3', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 3 degrees reached,"{'status': 'reached', 'angle': '3'}",
"['Pitch', 'attitude', '3', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 3 degrees adjusted,"{'status': 'adjusted', 'angle': '3'}",
"['Pitch', 'attitude', '4', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 4 degrees set,"{'status': 'set', 'angle': '4'}",
"['Pitch', 'attitude', '4', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 4 degrees maintained,"{'status': 'maintained', 'angle': '4'}",
"['Pitch', 'attitude', '4', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 4 degrees confirmed,"{'status': 'confirmed', 'angle': '4'}",
"['Pitch', 'attitude', '4', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 4 degrees reached,"{'status': 'reached', 'angle': '4'}",
"['Pitch', 'attitude', '4', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 4 degrees adjusted,"{'status': 'adjusted', 'angle': '4'}",
"['Pitch', 'attitude', '5', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 5 degrees set,"{'status': 'set', 'angle': '5'}",
"['Pitch', 'attitude', '5', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 5 degrees maintained,"{'status': 'maintained', 'angle': '5'}",
"['Pitch', 'attitude', '5', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 5 degrees confirmed,"{'status': 'confirmed', 'angle': '5'}",
"['Pitch', 'attitude', '5', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 5 degrees reached,"{'status': 'reached', 'angle': '5'}",
"['Pitch', 'attitude', '5', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 5 degrees adjusted,"{'status': 'adjusted', 'angle': '5'}",
"['Pitch', 'attitude', '6', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 6 degrees set,"{'status': 'set', 'angle': '6'}",
"['Pitch', 'attitude', '6', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 6 degrees maintained,"{'status': 'maintained', 'angle': '6'}",
"['Pitch', 'attitude', '6', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 6 degrees confirmed,"{'status': 'confirmed', 'angle': '6'}",
"['Pitch', 'attitude', '6', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 6 degrees reached,"{'status': 'reached', 'angle': '6'}",
"['Pitch', 'attitude', '6', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 6 degrees adjusted,"{'status': 'adjusted', 'angle': '6'}",
"['Pitch', 'attitude', '7', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 7 degrees set,"{'status': 'set', 'angle': '7'}",
"['Pitch', 'attitude', '7', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 7 degrees maintained,"{'status': 'maintained', 'angle': '7'}",
"['Pitch', 'attitude', '7', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 7 degrees confirmed,"{'status': 'confirmed', 'angle': '7'}",
"['Pitch', 'attitude', '7', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 7 degrees reached,"{'status': 'reached', 'angle': '7'}",
"['Pitch', 'attitude', '7', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 7 degrees adjusted,"{'status': 'adjusted', 'angle': '7'}",
"['Pitch', 'attitude', '8', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 8 degrees set,"{'status': 'set', 'angle': '8'}",
"['Pitch', 'attitude', '8', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 8 degrees maintained,"{'status': 'maintained', 'angle': '8'}",
"['Pitch', 'attitude', '8', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 8 degrees confirmed,"{'status': 'confirmed', 'angle': '8'}",
"['Pitch', 'attitude', '8', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 8 degrees reached,"{'status': 'reached', 'angle': '8'}",
"['Pitch', 'attitude', '8', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 8 degrees adjusted,"{'status': 'adjusted', 'angle': '8'}",
"['Pitch', 'attitude', '9', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 9 degrees set,"{'status': 'set', 'angle': '9'}",
"['Pitch', 'attitude', '9', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 9 degrees maintained,"{'status': 'maintained', 'angle': '9'}",
"['Pitch', 'attitude', '9', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 9 degrees confirmed,"{'status': 'confirmed', 'angle': '9'}",
"['Pitch', 'attitude', '9', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 9 degrees reached,"{'status': 'reached', 'angle': '9'}",
"['Pitch', 'attitude', '9', 'degrees', 'adjusted']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 9 degrees adjusted,"{'status': 'adjusted', 'angle': '9'}",
"['Pitch', 'attitude', '10', 'degrees', 'set']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 10 degrees set,"{'status': 'set', 'angle': '10'}",
"['Pitch', 'attitude', '10', 'degrees', 'maintained']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 10 degrees maintained,"{'status': 'maintained', 'angle': '10'}",
"['Pitch', 'attitude', '10', 'degrees', 'confirmed']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 10 degrees confirmed,"{'status': 'confirmed', 'angle': '10'}",
"['Pitch', 'attitude', '10', 'degrees', 'reached']","['O', 'O', 'B-angle', 'O', 'B-status']",5.0,Pitch attitude 10 degrees reached,"{'status': 'reached', 'angle': '10'}",
